Test,n_sources,"ma , _out_degree",n_nodes,"ma , _instances",n_compute,n_instances,g_diam,n_sinks,median_out_degree,config,n_math,n_edges
convert-short4-char4,1,2,4,1,0,2,2,1,1,15,0,4
add_rshift_sat_h_ii,3,8,28,1,8,12,3,1,1,14,0,48
add_rshift_sat_h_iu,3,8,28,1,8,12,3,1,1,1,0,48
scaleWarp,18,12,125,3,92,105,17,1,1,8,0,222
mad24-int4,4,16,49,1,32,36,6,1,1,1,0,88
mad24-int2,4,8,27,1,16,20,6,1,1,1,0,44
mad24-int3,4,12,38,1,24,28,6,1,1,15,0,66
add_sat-int4,5,6,54,1,40,43,5,1,2,1,0,112
clamp-ushort3_scalar,4,3,17,1,8,12,4,1,1,12,0,24
add_sat-int2,5,6,30,1,20,23,5,1,2,0,0,56
min-float16,4,8,54,1,16,22,3,2,1,1,0,80
rhadd-uchar4,3,2,12,1,4,7,4,1,1,8,0,14
hadd-int2,2,2,9,1,2,5,3,1,1,0,0,10
hadd-int3,2,3,12,1,3,6,3,1,1,0,0,15
store-struct-size-13_pma6,6,7,24,1,10,12,3,1,1,14,1,33
hadd-int8,2,8,27,1,8,11,3,1,1,1,0,40
"min-ma , -char-transformation-vec8",3,4,64,1,52,55,6,1,1,14,0,96
clamp-ushort2_scalar,3,2,11,1,4,8,4,1,1,1,0,13
cmp-basic-float2_pma,2,2,7,1,2,4,3,1,1,12,0,8
build-vector-shuffle-int8_pma,2,3,7,1,0,3,2,1,1,14,0,8
min-ushort8,2,4,19,1,8,11,3,1,2,14,0,32
min-ushort4,2,2,11,1,4,7,3,1,2,1,0,16
min-ushort3,4,2,12,1,3,7,3,2,1,1,0,14
min-ushort2,2,2,7,1,2,5,3,1,1,1,0,8
add_rshift_sat_pos_b_ui,3,8,28,1,8,12,3,1,1,12,0,48
fp2uint_with_shift,2,8,19,1,8,10,3,1,1,2,0,32
"mul-hi-mi , ed-char-short-1-wide_pma",2,8,43,1,24,27,4,1,1,2,0,72
sub-transformations-none-none-abs-int-1_pma,2,4,15,1,4,7,3,1,1,11,0,20
convert-ushort8-float8,1,4,14,1,8,10,3,1,1,1,0,20
mul_hi-char8,3,4,20,1,8,11,4,1,1,1,0,28
masked_store_splat_2_host_conds_storeAll,3,4,25,2,12,20,4,1,1,0,0,38
uint2fp_with_shift,2,8,27,1,16,18,4,1,1,8,0,40
add_rshift_sat_pos_b_uu,3,8,28,1,8,12,3,1,1,0,0,48
gather-float4,2,4,13,1,4,7,5,1,1,1,0,18
masked_store_splat_host_data_combined_conds,5,4,30,2,16,23,7,1,1,1,0,44
sub-transformations-abs-pos-halve-char-1_pma,3,8,76,1,56,59,6,1,1,14,0,104
mul_hi-char3,6,2,15,1,4,8,4,2,1,3,0,15
iv-select-acc-2way-i16,2,1,5,3,1,5,3,1,1,2,0,4
hadd_demandedBits,2,1,6,1,1,4,3,1,1,1,0,5
gather-short,2,8,28,1,8,11,5,1,1,0,0,48
gather-mode2-short,4,8,26,1,12,16,7,1,1,0,0,42
outer_loop_acc_double,2,1,7,3,3,10,5,1,1,8,0,6
degrees-float16,3,16,37,1,16,20,3,2,1,3,0,64
convert-float3-char3_sat,6,4,40,1,30,32,5,1,2,1,0,78
convert-int3-char3,1,4,6,1,0,2,2,1,1,3,0,8
convert-ushort3-char3,1,2,4,1,0,2,2,1,1,3,0,4
"iv-select-acc-eq-id , -innerLoop-ver2-nonNeutral",3,2,8,3,3,8,4,1,1,14,0,8
add_low_rshift_sat_b_ui,3,2,10,1,2,6,3,1,1,14,0,12
dot-uchar4-char4,2,2,12,1,5,8,4,1,1,3,0,13
"mul-basic-mi , ed-int-short-int_pma",2,8,47,1,32,35,4,1,1,0,0,92
cross-float4,4,3,20,1,9,13,4,2,1,1,0,28
cross-float3,2,3,18,1,9,12,4,1,1,0,0,27
add_low_rshift_sat_b_uu,3,8,28,1,8,12,3,1,1,1,0,48
convert-uchar8-ushort8,1,4,10,1,4,6,3,1,1,1,0,12
gather-mode2-short-y0,6,2,18,1,8,11,7,1,1,14,0,21
convert-float3-int3_sat,6,4,37,1,27,29,4,1,2,14,0,75
fabs-basic-float-1_pma,1,8,18,1,8,10,3,1,1,0,0,24
gather-itr-test2,2,8,19,1,8,10,3,1,1,14,0,32
gather-itr-test3,2,4,11,1,4,6,3,1,1,0,0,16
gather-itr-test1,2,4,11,1,4,6,3,1,1,0,0,16
gather-itr-test6,2,4,11,1,4,6,4,1,1,1,0,14
gather-itr-test4,3,4,12,1,4,7,3,1,1,8,0,16
gather-itr-test5,1,6,13,1,5,7,6,1,1,1,0,17
mad_hi-ushort8,3,4,28,1,12,16,4,1,1,8,0,44
mad_hi-ushort2,3,2,10,1,3,7,4,1,1,3,0,11
mad_hi-ushort3,3,2,15,1,5,9,4,1,1,3,0,19
mad_hi-ushort4,3,2,16,1,6,10,4,1,1,1,0,22
pos-abs-add-char-wide_pma,2,8,67,1,48,51,6,1,1,10,0,88
pma_acopy_3D1_deprecatedAPI,2,8,19,1,8,10,3,1,1,1,0,32
add-non-splat-non-imm-1d-char16-two-liveins_pma,5,8,22,1,8,10,3,1,1,0,0,32
convert-uchar-float_rtz,1,1,4,1,1,3,3,1,1,1,0,3
fold-select-into-load2,1,8,10,1,0,2,2,1,1,12,0,16
fold-select-into-load3,2,8,19,1,8,10,3,1,1,12,0,32
floor-float3,1,3,8,1,3,5,3,1,1,1,0,9
floor-float2,1,2,6,1,2,4,3,1,1,1,0,6
convert-float3-char3_rtp,1,3,8,1,3,5,3,1,1,12,0,9
any-short16,4,8,29,1,16,19,17,2,1,9,0,41
combine-iv-and-data-conditions,2,4,10,2,5,10,4,1,1,12,0,15
"min-ma , -int-1-wide_pma",2,8,43,1,24,27,4,1,1,11,0,72
convert-char8-short8,1,4,10,1,4,6,3,1,1,3,0,12
convert-float3-char3_rtz,1,3,8,1,3,5,3,1,1,1,0,9
convert-float-int_sat,6,4,17,1,9,11,4,1,1,3,0,25
vec_step-ushort16,1,1,3,1,0,2,2,1,1,2,0,2
hsub_short2,2,1,6,1,1,4,3,1,1,11,0,5
mad_sat-uint,4,7,24,1,16,20,6,1,1,2,0,42
convert-float3-char3_rte,1,3,8,1,3,5,3,1,1,3,0,9
diff_events,2,8,27,1,8,11,3,1,1,11,0,40
pma_acopy_2D2,2,8,19,1,8,10,3,1,1,11,0,32
pma_acopy_2D1,2,8,19,1,8,10,3,1,1,1,0,32
"hadd_noE , tendType_MSBSet_SRA",3,2,9,1,3,6,4,1,1,2,0,9
dot-float3,2,3,14,1,5,8,4,1,1,1,0,17
pma_acopy_2D4,2,8,19,1,8,10,3,1,1,1,0,32
convert-float16-ushort16_rtp,2,8,35,1,16,19,3,1,1,9,0,48
abs-char16,1,8,18,1,8,10,3,1,1,9,0,24
convert-short4-uint4,1,2,8,1,4,6,3,1,1,8,0,10
clamp-uchar_scalar,3,1,9,1,2,6,4,1,1,1,0,8
"ma , -short16",2,8,35,1,16,19,3,1,2,0,0,64
isgreater-float3,2,3,15,1,6,9,4,1,1,14,0,18
isgreater-float2,2,2,11,1,4,7,4,1,1,12,0,12
convert-float16-ushort16_rte,2,8,35,1,16,19,3,1,1,0,0,48
isgreater-float4,2,4,19,1,8,11,4,1,1,9,0,24
dot_prod_i16_v2i8_v2i8_acc,2,2,12,2,5,9,4,1,1,11,0,13
scatter-with-bounds,5,1,9,1,1,5,3,2,1,2,0,7
sign-float4,3,8,32,1,24,26,4,1,1,1,0,68
convert-char-int,2,1,5,1,1,3,3,1,1,15,0,4
sign-float3,3,6,25,1,18,20,4,1,1,1,0,51
sign-float2,3,4,18,1,12,14,4,1,2,1,0,34
select-char8,3,4,36,1,20,24,4,1,1,8,0,56
cmp-basic-float4_pma,2,4,11,1,4,6,3,1,1,2,0,16
select-char3,3,2,20,1,10,14,4,1,1,8,0,28
all-int16,3,8,36,1,16,19,17,1,1,9,0,49
cross_loops_accumulation_umin,4,2,15,4,5,13,6,1,1,0,0,17
hsub_uint,2,1,6,1,1,4,3,1,1,8,0,5
convert-short2-float2_rtp,1,2,5,1,2,4,3,1,1,1,0,5
i16-acc-umin,2,1,5,2,1,4,3,1,1,2,0,4
clamp-int3_scalar,3,3,15,1,6,10,4,1,1,0,0,20
any-char16,5,8,39,1,25,28,19,2,1,0,0,51
islessgreater-float16,4,8,70,1,32,38,4,2,1,2,0,96
pma_acopy_2D2_deprecatedAPI,2,8,19,1,8,10,3,1,1,1,0,32
mad_sat-uchar8,4,8,41,1,24,28,5,1,1,14,0,68
convert-ushort2-float2_rtz,1,2,5,1,2,4,3,1,1,0,0,5
mad_sat-uchar4,4,4,23,1,12,16,5,1,1,2,0,34
hadd-short8,2,4,15,1,4,7,3,1,1,0,0,20
mad24-int,4,4,16,1,8,12,6,1,1,2,0,22
mad_sat-uchar3,4,3,17,1,6,10,4,1,1,2,0,24
mad_sat-uchar2,4,2,14,1,6,10,5,1,1,2,0,17
convert-ushort2-float2_rtn,1,2,5,1,2,4,3,1,1,0,0,5
convert-ushort2-float2_rte,1,2,5,1,2,4,3,1,1,0,0,5
add-non-splat-non-imm-1d-char16_pma,5,8,22,1,8,10,3,1,1,1,0,32
sub_sat-ushort4,2,3,13,1,6,9,4,1,1,8,0,20
sub_sat-ushort2,2,3,8,1,3,6,4,1,1,0,0,10
sub_sat-ushort3,4,3,14,1,5,9,4,2,1,12,0,18
hadd-short3,4,2,11,1,2,6,3,2,1,2,0,11
mul-hi-uchar-1_pma,3,8,36,1,16,19,4,1,1,1,0,56
sub_sat-ushort8,2,4,23,1,12,15,4,1,1,1,0,40
clamp-ushort_scalar,3,1,9,1,2,6,4,1,1,1,0,8
native_sin-float8,2,8,19,1,8,10,3,1,1,12,8,32
step-float16,5,32,87,1,48,54,4,2,1,8,0,160
reduce-blur-vertical-pma,3,8,44,1,16,20,4,1,1,0,0,64
fp2int_ceil_with_shift,2,8,19,1,8,10,3,1,1,15,0,32
native_sin-float2,2,2,7,1,2,4,3,1,1,14,2,8
add-transformations-none-none-sat-int-1_pma,6,6,55,1,40,43,5,1,2,15,0,116
native_sin-float4,2,4,11,1,4,6,3,1,1,14,4,16
convert-uint2-float2,1,2,6,1,2,4,3,1,1,9,0,6
outer_loop_acc_simple_2D,2,1,6,3,2,7,4,1,1,7,0,5
fillColorsChannelImage_part2,16,8,124,1,88,93,10,2,1,3,4,218
fillColorsChannelImage_part1,11,4,63,1,44,48,9,1,2,0,0,112
convert-float2-short2_sat_rtp,6,4,29,1,20,22,5,1,2,0,0,52
"min-ma , -short-transformation-1_pma",2,4,55,1,44,47,5,1,1,14,0,80
racc-int2_pma,1,2,6,2,2,5,4,1,1,9,0,6
native_log-float2,2,2,9,1,4,6,4,1,1,3,4,10
iv_use_i32_interleave-scalar,5,4,18,2,8,14,3,1,1,9,0,23
native_log-float4,2,4,15,1,8,10,4,1,1,8,8,20
native_log-float8,2,8,27,1,16,18,4,1,1,12,16,40
"ma , -uchar",2,1,6,1,1,4,3,1,1,8,0,5
convert-float8-int8_sat_rtz,6,8,87,1,72,74,4,1,2,2,0,200
"mul-basic-e , tended-char-char-short_pma",2,8,27,1,8,11,3,1,1,15,0,40
masked_store_splat_data_compare_with_iv,5,4,34,3,20,29,6,1,1,2,0,56
iv_cmp_between_ivs,4,2,12,3,6,11,4,1,1,1,0,13
min_scalar-float4,2,4,12,1,4,7,3,1,1,5,0,17
min_scalar-float3,2,3,10,1,3,6,3,1,1,12,0,13
min_scalar-float2,2,2,8,1,2,5,3,1,1,3,0,9
"ma , pool3_u16_vec8",2,8,39,2,24,35,5,1,1,2,0,60
convert-float4-int4_sat,6,4,47,1,36,38,4,1,2,0,0,100
shift-dl-test-1_pma,5,16,47,1,33,35,4,1,2,9,0,106
pos-abs-add-short-wide_pma,2,8,59,1,40,43,4,1,1,11,0,88
add-deinterlace-2d-int_pma,1,8,14,1,4,6,3,1,1,1,0,20
add_sat-uint,3,2,9,1,3,6,4,1,1,14,0,9
convert-ushort8-char8,1,4,6,1,0,2,2,1,1,14,0,8
"native_e , p10-float4",2,4,11,1,4,6,3,1,1,14,4,16
"ma , -float8",2,8,27,1,8,11,3,1,1,1,0,40
"native_e , p10-float2",2,2,7,1,2,4,3,1,1,15,2,8
mul-basic-char-1_pma,2,8,27,1,8,11,3,1,1,11,0,40
"ma , -float3",2,3,12,1,3,6,3,1,1,1,0,15
"ma , -float2",2,2,9,1,2,5,3,1,1,1,0,10
"native_e , p10-float8",2,8,19,1,8,10,3,1,1,8,8,32
"ma , -float4",2,4,15,1,4,7,3,1,1,1,0,20
convert-float2-ushort2_rtp,1,2,6,1,2,4,3,1,1,1,0,6
fold-select-into-load1,2,8,20,1,9,11,3,1,1,5,0,33
add-4d_pma,2,8,19,1,8,10,3,1,1,11,0,32
iv-select-acc-simple,1,1,4,3,1,5,3,1,1,12,0,3
convert-float2-short2,1,2,6,1,2,4,3,1,1,8,0,6
convert-float2-ushort2_rte,1,2,6,1,2,4,3,1,1,1,0,6
islessgreater-float8,2,8,35,1,16,19,4,1,1,0,0,48
islessgreater-float4,2,4,19,1,8,11,4,1,1,12,0,24
islessgreater-float2,2,2,11,1,4,7,4,1,1,0,0,12
islessgreater-float3,2,3,15,1,6,9,4,1,1,1,0,18
convert-float2-ushort2_rtn,1,2,6,1,2,4,3,1,1,1,0,6
gather-char-with-offset,2,8,28,1,8,11,5,1,1,12,0,48
convert-uint8-short8,1,8,10,1,0,2,2,1,1,0,0,16
gather-itr-bounds4,5,2,17,3,9,15,6,1,1,1,0,18
native_cos-float8,2,8,19,1,8,10,3,1,1,1,8,32
i16-acc-sub_abs_diff,2,1,6,2,1,5,3,1,1,1,0,5
native_cos-float4,2,4,11,1,4,6,3,1,1,1,4,16
convert-ushort16-short16,1,8,10,1,0,2,2,1,1,8,0,16
verification-api-1-positive-pma,2,8,19,1,8,10,3,1,1,15,0,32
native_cos-float2,2,2,7,1,2,4,3,1,1,12,2,8
convert-float2-char2_sat_rte,6,4,29,1,20,22,5,1,2,0,0,52
convert-uchar4-short4,1,2,6,1,2,4,3,1,1,14,0,6
convert-float2-char2_sat_rtn,6,4,29,1,20,22,5,1,2,1,0,52
convert-float2-char2_sat_rtp,6,4,29,1,20,22,5,1,2,1,0,52
convert-ushort8-int8,3,4,8,1,0,3,2,2,1,3,0,9
convert-char16-uint16,3,8,29,1,16,19,3,2,1,1,0,56
convert-int16-ushort16,2,8,19,1,0,3,2,1,1,15,0,32
hadd-uchar4,2,2,9,1,2,5,3,1,1,1,0,10
convert-float3-ushort3_sat,7,4,44,1,33,35,6,1,2,7,0,84
hadd-uchar2,2,1,6,1,1,4,3,1,1,3,0,5
hadd-uchar3,4,2,11,1,2,6,3,2,1,0,0,11
"iv-select-acc-lt-id , -innerLoop-ver2",2,1,6,3,2,7,4,1,1,1,0,5
hadd-uchar8,2,4,15,1,4,7,3,1,1,15,0,20
rotate-short2,2,2,9,1,4,7,4,1,1,3,0,10
vecmem-copy-col-to-row_pma,1,1,3,1,0,2,2,1,1,14,0,2
cmp-basic-short-1_pma,2,16,27,1,16,18,3,1,1,0,0,56
gather-itr-struct1,2,8,19,1,8,10,3,1,1,2,0,32
hadd-uint16,4,8,54,1,16,22,3,2,1,14,0,80
gather-itr-struct2,2,8,19,1,8,10,3,1,1,1,0,32
accumulate-int4_pma,1,4,10,2,4,10,3,1,1,9,0,12
convert-ushort2-int2,3,1,5,1,0,3,2,2,1,1,0,3
abs-diff-uint,2,1,6,1,1,4,3,1,1,0,0,5
convert-float3-char3_sat_rtz,6,4,40,1,30,32,5,1,2,1,0,78
convert-int2-uchar2,1,2,4,1,0,2,2,1,1,1,0,4
iv_cmp_with_data,3,2,11,2,6,9,4,1,1,14,0,12
convert-float2-char2_rte,1,2,6,1,2,4,3,1,1,1,0,6
cmp-basic-float-char_pma,2,8,19,1,8,10,3,1,1,12,0,32
convert-float2-char2_rtp,1,2,6,1,2,4,3,1,1,1,0,6
convert-ushort3-int3,3,2,6,1,0,3,2,2,1,3,0,5
convert-int-uint,1,1,3,1,0,2,2,1,1,1,0,2
convert-short3-float3,1,2,7,1,3,5,3,1,1,0,0,8
ceil-float4,1,4,10,1,4,6,3,1,1,1,0,12
convert-float2-char2_rtz,1,2,6,1,2,4,3,1,1,1,0,6
isequal-float,2,1,6,1,1,4,3,1,1,1,0,5
ceil-float3,1,3,8,1,3,5,3,1,1,9,0,9
"minma , _norm_full",2,16,147,1,112,115,6,1,1,9,0,208
mul-sinpi-float,2,1,6,1,1,4,3,1,1,1,1,5
fp2int_with_shift,2,8,19,1,8,10,3,1,1,1,0,32
is_iv_in_range_upper_bound,3,2,8,2,2,6,3,1,1,0,0,8
mul_hi-uint3,2,4,30,1,21,24,4,1,1,0,0,57
add_low_rshift_sat_pos_h_uu,3,2,10,1,2,6,3,1,1,14,0,12
uchar-vector-interlace-iterator,2,4,15,1,4,7,3,1,1,14,0,20
convert-float3-char3_rtn,1,3,8,1,3,5,3,1,1,0,0,9
upsample-char16,3,8,44,1,24,27,4,1,1,15,0,64
avg_add_i16_signed_vec,3,2,11,1,5,8,5,1,1,1,2,12
fp2uint_rint_with_shift,2,8,19,1,8,10,3,1,1,1,0,32
rint-float8,1,8,18,1,8,10,3,1,1,15,0,24
rint-float4,1,4,10,1,4,6,3,1,1,1,0,12
rint-float3,1,3,8,1,3,5,3,1,1,3,0,9
rint-float2,1,2,6,1,2,4,3,1,1,8,0,6
isnotequal-float8,2,8,35,1,16,19,4,1,1,0,0,48
two_acopy,2,8,27,1,8,11,3,1,1,9,0,40
iv_use_i32-scalar,2,1,6,2,2,5,3,1,1,12,0,5
mean_norm_full,2,16,147,1,112,115,6,1,1,0,0,208
add-transformations-abs-pos-sat-short-1_pma,3,8,40,1,28,31,5,1,2,14,0,72
isnotequal-float3,2,3,15,1,6,9,4,1,1,0,0,18
isnotequal-float2,2,2,11,1,4,7,4,1,1,0,0,12
isnotequal-float4,2,4,19,1,8,11,4,1,1,15,0,24
"ma , -short3",4,2,12,1,3,7,3,2,1,15,0,14
iv-modulo-2-2D-inner,3,16,44,2,32,42,4,1,1,3,0,88
pma_acopy_2D5,2,8,19,1,8,10,3,1,1,5,0,32
isgreaterequal-float,2,1,6,1,1,4,3,1,1,3,0,5
mad_hi-uchar16,4,8,53,1,24,28,5,1,1,1,0,80
unaligned-store-offset-5-width-3,2,3,8,1,3,6,3,1,1,2,0,11
unaligned-store-offset-5-width-2,4,2,11,1,4,7,4,1,1,1,0,12
unaligned-store-offset-5-width-4,2,4,9,1,4,7,3,1,1,0,0,14
convert-float-int_rtp,1,1,4,1,1,3,3,1,1,7,0,3
unaligned-store-offset-5-width-8,2,4,11,1,6,9,4,1,1,2,0,16
convert-char-float_rtn,1,1,5,1,2,4,4,1,1,1,0,4
clamp-int,3,1,9,1,2,6,4,1,1,3,0,8
uchar_to_fp,1,1,4,1,1,3,3,1,1,1,0,3
convert-float-int_rte,1,1,4,1,1,3,3,1,1,1,0,3
"manual-mi , ed-types_pma",2,8,59,1,40,43,4,1,2,1,0,112
convert-float4-ushort4_sat_rtn,7,4,56,1,44,46,6,1,2,7,0,112
upsample-char,4,1,10,1,3,6,4,1,1,15,0,9
"argma , ",3,8,21,2,13,24,4,1,1,11,0,41
convert-float4-ushort4_sat_rte,7,4,56,1,44,46,6,1,2,1,0,112
hadd-uchar,2,1,6,1,1,4,3,1,1,15,0,5
convert-float4-ushort4_sat_rtz,7,4,56,1,44,46,6,1,2,1,0,112
convert-float4-ushort4_sat_rtp,7,4,56,1,44,46,6,1,2,0,0,112
bitselect-uchar,4,2,12,1,4,8,4,1,1,0,0,12
store_2_char_bufs_lo_hi,5,16,103,1,64,70,5,2,1,9,0,160
add-non-splat-non-imm-1d-int8_pma,9,8,26,1,8,10,3,1,1,1,0,32
median-test_4,3,7,24,2,18,22,5,1,1,12,0,39
median-test_3,1,5,17,1,12,14,4,1,1,12,0,29
convert-uchar-uint,2,1,5,1,1,3,3,1,1,9,0,4
native_log-float,2,1,6,1,2,4,4,1,1,1,2,5
convert-float16-int16_rtp,2,8,36,1,16,20,3,2,1,1,0,48
median-test_8,3,4,24,2,17,21,7,2,1,0,0,36
"ma , -char8",2,4,27,1,16,19,4,1,1,1,0,40
i16-acc-dot_prod_add-unsigned,2,1,6,2,1,5,3,1,1,3,0,5
add-non-imm-1d-char_pma,2,8,20,1,9,11,3,1,1,3,0,33
vecmem-copy_pma,1,8,10,1,0,2,2,1,1,2,0,16
"ma , -char2",2,2,9,1,4,7,4,1,1,0,0,10
hadd-char,3,1,10,1,4,7,5,1,1,3,0,9
"gather-char-ze , t",1,8,19,1,0,3,4,1,1,15,0,32
addpool3_nounroll,1,1,4,2,1,4,3,1,1,12,0,3
sub_sat-ushort,2,2,7,1,2,5,4,1,1,12,0,7
convert-uchar3-float3,1,2,7,1,3,5,3,1,1,12,0,8
upsample-ushort16,3,16,37,1,16,20,3,2,2,14,0,80
convert-char-uint,2,1,5,1,1,3,3,1,1,9,0,4
"min-ma , -short-transformation-vec4",2,3,29,1,22,25,5,1,1,0,0,40
load-store-structures,4,4,17,1,8,10,3,1,1,0,0,23
mul-basic-float-1_pma,2,8,27,1,8,11,3,1,1,0,0,40
mul-basic-ushort-1_pma,2,8,35,1,16,19,3,1,2,11,0,64
sinpi-float8,1,8,18,1,8,10,3,1,1,8,8,24
sinpi-float4,1,4,10,1,4,6,3,1,1,1,4,12
sinpi-float2,1,2,6,1,2,4,3,1,1,1,2,6
sinpi-float3,1,3,8,1,3,5,3,1,1,9,3,9
cmp-basic-uchar-1_pma,2,8,19,1,8,10,3,1,1,15,0,32
iv_cmp_store,5,2,16,2,9,13,6,1,1,14,0,17
clamp_scalar-float4,3,4,18,1,8,12,4,1,1,1,0,26
convert-float16-ushort16_rtz,2,8,35,1,16,19,3,1,1,0,0,48
convert-float3-ushort3_rtp,1,3,8,1,3,5,3,1,1,1,0,9
manual-add-one,2,8,19,1,8,10,3,1,1,2,0,32
add_rshift_sat_b_ui,3,4,16,1,4,8,3,1,1,8,0,24
cmp-basic-ushort-1_pma,2,16,27,1,16,18,3,1,1,2,0,56
add_sat-ushort16,3,16,44,1,24,27,4,1,1,1,0,96
convert-float3-short3_rte,1,3,8,1,3,5,3,1,1,0,0,9
convert-float3-ushort3_rtz,1,3,8,1,3,5,3,1,1,0,0,9
convert-float3-ushort3_rte,1,3,8,1,3,5,3,1,1,1,0,9
convert-float3-short3_rtz,1,3,8,1,3,5,3,1,1,8,0,9
add_rshift_sat_b_uu,3,8,28,1,8,12,3,1,1,1,0,48
any-int2,2,2,7,1,2,4,4,1,1,1,0,7
convert-float3-ushort3_rtn,1,3,8,1,3,5,3,1,1,8,0,9
clamp_scalar-float2,3,2,12,1,4,8,4,1,1,1,0,14
clamp_scalar-float3,3,3,15,1,6,10,4,1,1,0,0,20
masked_store_splat_data_compare,5,4,33,2,19,26,6,1,1,2,0,55
convert-uint4-float4_rtp,7,4,48,1,36,38,6,1,1,1,0,84
sign-float8,3,16,60,1,48,50,4,1,1,1,0,136
convert-uint8-float8_rtz,7,8,88,1,72,74,6,1,1,9,0,168
outer_loop_acc_early-i16,3,1,9,3,3,9,4,1,1,15,0,8
racc-int16_pma,2,8,35,2,16,20,7,1,1,1,0,48
convert-uint8-float8_rtp,7,8,88,1,72,74,6,1,1,15,0,168
hsub_uint2,2,2,9,1,2,5,3,1,1,0,0,10
abs-short,1,1,4,1,1,3,3,1,1,3,0,3
add_low_rshift_sat_pos_h_iu,3,8,28,1,8,12,3,1,1,14,0,48
add_low_rshift_sat_pos_h_ii,3,2,10,1,2,6,3,1,1,2,0,12
convert-uint8-float8_rtn,7,8,88,1,72,74,6,1,1,15,0,168
isgreater-float8,2,8,35,1,16,19,4,1,1,0,0,48
"mul-hi-mi , ed-char-short-1_pma",2,8,43,1,24,27,4,1,1,15,0,72
convert-short16-uint16,1,8,27,1,16,19,3,2,1,1,0,40
add_char3,4,2,11,1,4,6,3,1,1,1,0,11
masked_store_splat_multi_store_24Bytes,4,4,32,2,19,28,6,1,1,14,0,50
convert-short16-ushort16,1,8,10,1,0,2,2,1,1,12,0,16
isnotequal-float16,4,8,70,1,32,38,4,2,1,1,0,96
mad_sat-short8,5,8,50,1,32,36,6,1,1,8,0,84
int2fp_with_shift,2,8,27,1,16,18,4,1,1,14,0,40
mad_sat-short2,5,2,17,1,8,12,6,1,1,15,0,21
convert-float16-ushort16_rtn,2,8,35,1,16,19,3,1,1,3,0,48
mad_sat-short4,5,4,28,1,16,20,6,1,1,8,0,42
convert-ushort4-short4,1,2,4,1,0,2,2,1,1,3,0,4
add_sat-int,5,6,18,1,10,13,5,1,1,12,0,28
convert-char2-short2,1,1,4,1,1,3,3,1,1,8,0,3
rotate-uint4,2,4,27,1,16,19,4,1,1,12,0,40
rotate-uint2,2,2,15,1,8,11,4,1,1,1,0,20
rotate-uint3,2,3,21,1,12,15,4,1,1,12,0,30
add_sat-ushort,3,2,9,1,3,6,4,1,1,0,0,9
rotate-uint8,2,8,51,1,32,35,4,1,1,15,0,80
convert-float2-short2_sat,6,4,29,1,20,22,5,1,2,0,0,52
convert-float2-uint2_sat_rtp,3,4,24,1,18,20,4,1,2,0,0,46
abs-diff-ushort,2,1,6,1,1,4,3,1,1,0,0,5
rint-float,1,1,4,1,1,3,3,1,1,9,0,3
sub-transformations-none-none-abs-short-1_pma,2,8,35,1,16,19,3,1,2,8,0,64
convert-float2-uint2_sat_rtz,3,4,24,1,18,20,4,1,2,1,0,46
"ma , -float16",4,8,54,1,16,22,3,2,1,3,0,80
convert-uchar-float,1,1,4,1,1,3,3,1,1,1,0,3
convert-float2-uint2_sat_rte,3,4,24,1,18,20,4,1,2,3,0,46
select-char2,3,2,12,1,5,9,4,1,1,3,0,14
fabs-float,1,1,4,1,1,3,3,1,1,0,0,3
clamp-uchar2,3,2,11,1,4,8,4,1,1,14,0,13
lshr-basic-uint-1_pma,3,8,12,1,0,3,2,2,1,2,0,17
i16-acc-add,1,1,4,2,1,4,3,1,1,1,0,3
convert-float3-int3,1,3,8,1,3,5,3,1,1,4,0,9
convert-int16-uchar16,2,8,19,1,0,3,2,1,1,0,0,32
fdim-float,2,1,7,1,2,5,4,1,1,1,0,6
scatter-with-bounds-char4,4,1,7,1,0,4,2,2,1,12,0,5
convert-float-uint_sat_rtp,3,4,14,1,9,11,4,1,2,1,0,23
reflection,3,1,6,1,1,3,3,1,1,3,0,5
add-2d-offsets_pma,2,8,27,1,8,11,3,1,1,3,0,40
convert-float-uint_sat_rtz,3,4,14,1,9,11,4,1,2,3,0,23
shufflevector-float-one-def-1-wide_pma,1,8,10,1,0,2,2,1,1,0,0,16
sub-transformations-none-none-sat-int-1_pma,6,6,55,1,40,43,5,1,2,1,0,116
convert-float-uint_sat_rtn,3,4,14,1,9,11,4,1,2,3,0,23
convert-int4-uchar4,1,4,6,1,0,2,2,1,1,0,0,8
convert-float16-int16,2,8,36,1,16,20,3,2,1,15,0,48
convert-float4-short4_sat,6,4,51,1,40,42,5,1,2,3,0,104
min-char16,2,8,51,1,32,35,4,1,1,15,0,80
add_rshift_sat_h_ui,3,2,10,1,2,6,3,1,1,3,0,12
"iv-select-acc-lt-id , -outerLoop-ver2-i16",2,2,7,3,3,9,4,1,1,11,0,7
scatter-23-bytes-with-bounds,14,12,72,1,49,53,4,2,1,0,0,125
vec_step-short4,1,1,3,1,0,2,2,1,1,15,0,2
vec_step-short3,1,1,3,1,0,2,2,1,1,15,0,2
vec_step-short2,1,1,3,1,0,2,2,1,1,15,0,2
ashr-negative-const-non-imm-mask-int-wide_pma,2,8,19,1,8,10,3,1,1,15,0,32
vec_step-short8,1,1,3,1,0,2,2,1,1,15,0,2
